alpha,chi,q,initial,final,status,omega_res_M,separation_M,tidal_strength,r_99_over_b,landau_zener_z,depletion_probability,numerical_error,systematic_error,message,hydrogenic_kernel_M_real,hydrogenic_kernel_M_imag,hydrogenic_kernel_M_abs,semirelativistic_kernel_M_real,semirelativistic_kernel_M_imag,semirelativistic_kernel_M_abs,covariant_kernel_M_real,covariant_kernel_M_imag,covariant_kernel_M_abs,eta_M_real,eta_M_imag,eta_M_abs
0.4,0.684926173634467,0.0001,32+2,32+0,ok,1.8080071837511813e-05,1451.7139204117727,3.2685631201838596e-14,0.08862518260436411,0.00555999331622498,0.03433130391667354,3.6318898926416527e-10,71.30920363731127,covariant adiabatic IRG tide; global binary effects excluded,344.45949507888315,-0.0,344.45949507888315,0.0007899390688584291,285.00949934006314,285.00949934115783,-1.4637340362989002,285.23305884288976,285.2368145492451,-4.784307088804448e-14,9.323022567911022e-12,9.323145325543856e-12
0.4,0.684926173634467,0.0001,32+2,30+0,tidal_expansion_invalid,0.0018011343136740687,67.55389726033684,3.2437604398501737e-10,1.9045298125431815,0.011777288116452548,0.07132726943708176,2.4601481999082417e-10,48.202930654549455,covariant adiabatic IRG tide; global binary effects excluded,-608.9241120359303,0.0,608.9241120359303,-203.99412599380543,-68.0132962672481,215.03351345572398,-139.89610414794905,-132.68549439642243,192.81172261819782,-4.537894483242769e-08,-4.30399957665077e-08,6.25435038168275e-08
0.4,0.49569765486450124,0.0001,43+3,43+1,ok,1.6892069368001916e-06,7050.597212587502,2.853134761857701e-16,0.029879724684755894,0.01353128593920205,0.08150569713792569,2.56267045923017e-09,165.1445337906918,covariant adiabatic IRG tide; global binary effects excluded,726.1843774138875,-0.0,726.1843774138875,3.9667649510302026e-09,659.7195845516817,659.7195845516817,-0.5207269968880224,660.5779299208489,660.5781351627672,-1.4857042962589836e-16,1.8847178547731745e-13,1.8847184403560264e-13
0.4,0.49569765486450124,0.0001,43+3,41+1,tidal_expansion_invalid,0.00015222477500145826,350.7714585037832,2.317006511773282e-12,0.6317917661349169,0.3636053601919886,0.8981852055429356,6.27390518708908e-09,404.3052603338142,covariant adiabatic IRG tide; global binary effects excluded,-1778.7811838447044,0.0,1778.7811838447044,8.678451214911533,1631.103222385614,1631.1263095150612,-117.36992007434502,1612.9563535319965,1617.2210413352568,-2.7194686909856705e-10,3.737230374339724e-09,3.7471116837505584e-09
0.42499999999999993,0.982148905124792,0.0001,21+1,21-1,tidal_expansion_invalid,0.0007908562817247611,116.93632205793021,6.253911192315915e-11,0.45582271578952355,0.0007314373100640516,0.0045852118316156215,4.847824764107338e-08,13.77888589287832,covariant adiabatic IRG tide; global binary effects excluded,117.2399755750047,-0.0,117.2399755750047,-19.44358648592152,-54.80363558094895,58.15059353372899,-12.929990690371767,-53.57740646886781,55.11554357151328,-8.086301349505657e-10,-3.3506834197091147e-09,3.4468771481246235e-09
0.42499999999999993,0.7145703718844824,0.0001,32+2,32+0,tidal_expansion_invalid,2.823004835716958e-05,1078.6322332740572,7.968559446536675e-14,0.10486112399129215,0.0042513767155179785,0.026358572833357234,3.347633308509177e-10,57.89237074884898,covariant adiabatic IRG tide; global binary effects excluded,287.1781176151249,-0.0,287.1781176151249,0.001771193546908601,231.32563517327577,231.3256351800565,-1.6409122024330391,231.5636691320529,231.56948299539593,-1.3075706431635096e-13,1.8452288631369133e-11,1.8452751912525764e-11
0.42499999999999993,0.7145703718844824,0.0001,32+2,30+0,tidal_expansion_invalid,0.001903406483666964,65.111861677698,3.6225939826671697e-10,1.7371118785426516,0.009485427071664939,0.057857456706520385,2.3230447120395512e-10,42.86291117064601,covariant adiabatic IRG tide; global binary effects excluded,-507.66398593510615,0.0,507.66398593510615,-189.1304451974948,-47.49920363615829,195.00384520996454,-133.6786450882327,-107.3577491927684,171.45164468258403,-4.8426345530773206e-08,-3.88913536218414e-08,6.210996963455186e-08
0.42499999999999993,0.5228851362802492,0.0001,43+3,43+1,tidal_expansion_invalid,0.0004489713123648764,170.55668554885452,2.0155508381825763e-11,1.773175466085491,0.02666177168750604,0.15424101877152127,2.8062861680241774e-10,91.42182377837449,covariant adiabatic IRG tide; global binary effects excluded,605.4246305490107,-0.0,605.4246305490107,-2.0405977521144545e-08,-363.12412668306587,363.12412668306587,108.73284140115298,-349.1480588636549,365.68729511349795,2.19156569624067e-09,-7.037256626924591e-09,7.370613341787299e-09
0.42499999999999993,0.5228851362802492,0.0001,43+3,41+1,tidal_expansion_invalid,0.0006671863716197213,130.97337879419547,4.450931451605728e-11,2.3090717608141125,0.33593233528598015,0.8788499129604532,9.746943666097255e-10,303.78047278130634,covariant adiabatic IRG tide; global binary effects excluded,-1482.9814225580956,0.0,1482.9814225580956,-138.92180957542234,-1222.0200993237427,1229.8912115821138,351.9939580579493,-1163.022555147768,1215.1218911252254,1.5667009786953142e-08,-5.176533669634057e-08,5.408424242743897e-08
0.45,0.990615014283061,0.0001,21+1,21-1,mode_not_converged,nan,nan,nan,nan,nan,nan,inf,inf,mode convergence failed,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan
0.45,0.742385297295443,0.0001,32+2,32+0,tidal_expansion_invalid,4.3175444963766685e-05,812.5621608635046,1.8639326545537907e-13,0.12317194264270225,0.0032803471227848754,0.020400073411423417,2.8072667236163004e-10,47.376420120897905,covariant adiabatic IRG tide; global binary effects excluded,241.92491286747304,-0.0,241.92491286747304,0.0039062351180668533,189.24521723282032,189.24521727313487,-1.8271622948577633,189.49687177760316,189.50568048359162,-3.4057074665548266e-13,3.5320940724206714e-11,3.532258260768034e-11
0.45,0.742385297295443,0.0001,32+2,30+0,tidal_expansion_invalid,0.0019573196224624556,63.910660970956016,3.8307170327732927e-10,1.5660119665636536,0.007768619397713492,0.04763953414856186,2.4977682534105976e-10,38.61032355523981,covariant adiabatic IRG tide; global binary effects excluded,-427.66686606638655,0.0,427.66686606638655,-176.5600871200966,-32.17592094546012,179.4679755626184,-127.52876221272308,-87.11215856087847,154.44129422095924,-4.885266015767734e-08,-3.33702029560805e-08,5.916208963357801e-08
0.45,0.5485222024975507,0.0001,43+3,43+1,tidal_expansion_invalid,0.0005357444604325856,151.60354254815635,2.8699342754144817e-11,1.7720347506120593,0.01961638672083626,0.11596037512010202,4.873598620628015e-10,76.14213253592014,covariant adiabatic IRG tide; global binary effects excluded,510.02249826599444,-0.0,510.02249826599444,-4.961014174100616e-08,-302.1750434638972,302.1750434638972,96.0775841439833,-289.0174516857725,304.56853014368056,2.7573635183383662e-09,-8.294610907859476e-09,8.740916638719575e-09
0.45,0.5485222024975507,0.0001,43+3,41+1,tidal_expansion_invalid,0.0008408637439823452,112.25285383177813,7.069811378302239e-11,2.3932286489020616,0.19969585423189165,0.714846046605919,1.442436774776292e-09,225.35752455040875,covariant adiabatic IRG tide; global binary effects excluded,-1249.294878091204,0.0,1249.294878091204,-187.26101670561675,-901.3291991710862,920.5764572570889,226.6729008337543,-872.4652531599297,901.430098201635,1.6025346534672512e-08,-6.168164773963415e-08,6.372940765010024e-08
