alpha,chi,state,omega_real_M,gamma_M,separation_real,separation_imag,bilinear_norm_real,bilinear_norm_imag,r_99_M,cf_residual,radial_residual,angular_residual,converged,message
0.42499999999999993,0.5228851362802492,41+1,0.4220765372389177,-7.517461481448271e-05,2.000135411978033,3.4699368005600596e-06,0.9999999999999484,-1.3742181221090832e-14,191.0010803337882,2.6194194067185017e-14,8.021371137566622e-13,8.636580094771411e-17,True,ok
0.45,0.990615014283061,21+1,0.43574863306077766,2.113583803010083e-18,2.002476759735012,-3.613095413450375e-19,1.0,-1.6470350141517668e-16,46.2514550632526,6.845543227397745e-15,8.722048793460227e-11,8.362331847843469e-17,True,ok
0.45,0.990615014283061,21-1,0.4434281164441485,-0.001416293821865813,2.0011526117210177,0.0002464517867036339,1.0000000000000238,-8.010042282236007e-14,92.05467872373168,2.8174402764548506e-15,9.838926401714485e-08,5.1942624999797936e-17,False,mode-function or normalization residual failed
0.45,0.742385297295443,32+2,0.44454923191955215,3.290466623574525e-19,6.0003838899629445,-2.3032245334070254e-20,1.0,-6.778315301855323e-17,100.08485987150978,1.7641283147618507e-14,6.563135726625337e-13,5.3863009867197154e-17,True,ok
0.45,0.742385297295443,32+0,0.4444628810296246,-5.7333115385937845e-08,6.001429885493477,1.4714620987919439e-08,1.0000000000039773,2.892372438330944e-13,98.5282829436843,6.168436077895316e-15,1.4813628364345353e-12,5.583979163097416e-17,True,ok
0.45,0.742385297295443,32+2,0.44454923191955215,3.290466623574525e-19,6.0003838899629445,-2.3032245334070254e-20,1.0,-6.778315301855323e-17,100.08485987150978,1.7641283147618507e-14,6.563135726625337e-13,5.3863009867197154e-17,True,ok
0.45,0.742385297295443,30+0,0.44063459267462723,-0.007569331769404211,0.0015427787376809056,0.0012249684529267702,1.000000000000004,3.899658373995862e-15,58.51709440052657,5.638357018365972e-15,1.617293008330427e-12,6.191038922454139e-17,True,ok
0.45,0.5485222024975507,43+3,0.44810586380104145,-2.2463937221017485e-19,12.000056869924675,6.730361951033095e-21,0.9999999999999942,5.361182021112298e-15,268.64674571122697,1.600164868750192e-12,3.4174411355137616e-13,7.218545141168814e-17,True,ok
0.45,0.5485222024975507,43+1,0.4470343748801763,-6.978446948428922e-14,12.000373526619397,8.760460441100448e-15,1.0,5.496898615887441e-13,164.6259580428453,4.087963146165972e-14,1.225132057821246e-12,6.231039861853508e-17,True,ok
0.45,0.5485222024975507,43+3,0.44810586380104145,-2.2463937221017485e-19,12.000056869924675,6.730361951033095e-21,0.9999999999999942,5.361182021112298e-15,268.64674571122697,1.600164868750192e-12,3.4174411355137616e-13,7.218545141168814e-17,True,ok
0.45,0.5485222024975507,41+1,0.44642413631307676,-0.00015847630380481738,2.0001928886892535,8.514149399586454e-06,1.000000000000294,-4.629608328643453e-14,165.574233584837,2.6505653202359233e-14,1.1464419997677095e-12,5.1907490734123564e-17,True,ok
