alpha,chi,state,omega_real_M,gamma_M,separation_real,separation_imag,bilinear_norm_real,bilinear_norm_imag,r_99_M,cf_residual,radial_residual,angular_residual,converged,message,truncation,real_frequency_relative_to_max_N,gamma_relative_to_max_N,norm_error
0.125,0.4697634897135886,21+1,0.12475180800822935,-2.7759616397929745e-19,2.000002735802772,3.056881115247036e-21,1.0,9.706344224502633e-17,731.4646741000435,7.061113348451879e-14,8.641001927989792e-11,8.497069832255947e-17,True,ok,250,1.3705159750551998e-13,1.0535384263620706,9.706344224502633e-17
0.125,0.4697634897135886,21+1,0.12475180800821226,-1.3517943487966314e-19,2.000002735802772,1.4885921178801647e-21,1.0,-3.372639626418653e-17,731.4646740826465,1.615056942596723e-13,4.673832327671966e-12,8.799425747907165e-17,True,ok,400,0.0,0.0,3.372639626418653e-17
0.125,0.4697634897135886,21-1,0.12475147872453375,-4.6109370986999067e-10,2.00000273942883,5.077537500067575e-12,1.0000000000125049,-6.326909077289913e-10,730.5913171573952,4.4259568868800057e-14,7.066508076362101e-09,5.01352686253761e-17,True,ok,150,1.1683345795980921e-11,0.0008967522845050079,6.32814472730513e-10
0.125,0.4697634897135886,21-1,0.12475147872590729,-4.6070395194647736e-10,2.000002739428815,5.073245508213293e-12,1.000000000012499,-6.326052196856757e-10,730.5913192430958,3.2646521898709275e-14,4.392395198525388e-10,4.857807486042865e-17,True,ok,250,6.731342576670369e-13,5.070422210220638e-05,6.327286829637748e-10
0.125,0.4697634897135886,21-1,0.12475147872599127,-4.606805934953466e-10,2.000002739428814,5.072988286291917e-12,1.000000000012505,-6.326971904652114e-10,730.591319325739,5.321917074430949e-14,2.3845315908845395e-11,4.720429712156224e-17,True,ok,400,0.0,0.0,6.328207586277243e-10
0.125,0.24594549892517448,32+2,0.12489084434541424,5.868479883257435e-21,6.0000002357090665,-1.2666770906001924e-23,0.9999999999999998,-8.498915739457856e-17,1390.4719597576538,1.238487551497724e-12,5.153805233362141e-13,8.129283805133186e-17,True,ok,150,1.111193368941622e-16,0.004985585418062977,2.3775399776019264e-16
0.125,0.24594549892517448,32+2,0.12489084434541423,5.893780588916342e-21,6.0000002357090665,-1.2721381000731203e-23,1.0,1.1002497253182602e-17,1390.4719597575345,2.210922393404303e-12,3.2530245609637275e-13,8.129283805133186e-17,True,ok,250,0.0,0.0006957919228974958,1.1002497253182602e-17
0.125,0.24594549892517448,32+2,0.12489084434541423,5.897884289166928e-21,6.0000002357090665,-1.2730238597924195e-23,0.9999999999999998,-2.6696164018309344e-16,1390.471959757528,2.466342551392644e-12,3.377399665789133e-13,8.129283805133186e-17,True,ok,400,0.0,0.0,3.4723525729044375e-16
0.125,0.24594549892517448,32+0,0.1248908348568459,-2.972166699744078e-17,6.000000864341728,2.3522577316423026e-19,1.0,2.0274072248194616e-16,1390.3538796769167,3.7769039392604494e-14,5.926652696519892e-12,4.9007901145809115e-17,True,ok,150,1.1111934533644239e-16,0.12573672063889027,2.0274072248194616e-16
0.125,0.24594549892517448,32+0,0.12489083485684592,-2.652185088854438e-17,6.000000864341728,2.0990151329707628e-19,0.9999999999999998,-1.1855365973618862e-16,1390.353879677036,9.553362852636206e-13,5.926543995806032e-12,4.9007901145809115e-17,True,ok,250,0.0,0.004540608274577298,2.5171169383474663e-16
