alpha,chi,q,status,residual,discriminant_normalized,omega_res_M,radius_M,radius_over_cloud,eta_M,delta_gamma_M,analytic_q
0.06716163415705019,0.19489444444444445,,not_superradiant,,,1.4905472300263528e-09,,,,2.737095054928938e-13,
0.06716163415705019,0.1998888888888889,,not_superradiant,,,1.5287446006769525e-09,,,,2.806737920931833e-13,
0.06716163415705019,0.20488333333333336,,not_superradiant,,,1.5669419713275524e-09,,,,2.8763426304101423e-13,
0.06716163415705019,0.20987777777777777,,not_superradiant,,,1.605139341978152e-09,,,,2.945908194617922e-13,
0.06716163415705019,0.21487222222222224,,not_superradiant,,,1.643336712628752e-09,,,,3.015433622023467e-13,
0.06716163415705019,0.21986666666666668,,not_superradiant,,,1.6815340832793516e-09,,,,3.0849179182196776e-13,
0.06716163415705019,0.22486111111111112,,not_superradiant,,,1.7197314539299513e-09,,,,3.154360085832668e-13,
0.06716163415705019,0.22985555555555556,,not_superradiant,,,1.7579288245805514e-09,,,,3.223759124428483e-13,
0.06716163415705019,0.23485,,not_superradiant,,,1.796126195231151e-09,,,,3.2931140304178857e-13,
0.06716163415705019,0.23984444444444444,,not_superradiant,,,1.8343235658817507e-09,,,,3.3624237969591277e-13,
0.06716163415705019,0.2448388888888889,,not_superradiant,,,1.8725209365323506e-09,,,,3.4316874138586083e-13,
0.06716163415705019,0.24983333333333335,,not_superradiant,,,1.9107183071829503e-09,,,,3.500903867469351e-13,
0.06716163415705019,0.25482777777777776,,not_superradiant,,,1.94891567783355e-09,,,,3.570072140587229e-13,
0.06716163415705019,0.25982222222222223,,not_superradiant,,,1.98711304848415e-09,,,,3.6391912123447945e-13,
0.06716163415705019,0.2648166666666667,,no_root,,,2.0253104191347498e-09,,,,3.7082600581026804e-13,
0.06716163415705019,0.2698111111111111,,no_root,,,2.0635077897853494e-09,,,,3.777277649338434e-13,
0.06716163415705019,0.2748055555555555,,no_root,,,2.101705160435949e-09,,,,3.8462429535327003e-13,
0.06716163415705019,0.27980000000000005,,no_root,,,2.1399025310865496e-09,,,,3.9151549340526416e-13,
0.06716163415705019,0.28479444444444446,,no_root,,,2.178099901737149e-09,,,,3.9840125500324734e-13,
0.06716163415705019,0.2897888888888889,,no_root,,,2.216297272387748e-09,,,,4.0528147562510465e-13,
0.06716163415705019,0.29478333333333334,,no_root,,,2.2544946430383487e-09,,,,4.121560503006284e-13,
0.06716163415705019,0.2997777777777778,,no_root,,,2.2926920136889484e-09,,,,4.1902487359864033e-13,
0.06716163415705019,0.3047722222222222,,no_root,,,2.330889384339548e-09,,,,4.258878396137781e-13,
0.06716163415705019,0.3097666666666667,,no_root,,,2.3690867549901477e-09,,,,4.3274484195293134e-13,
0.06716163415705019,0.31476111111111116,,no_root,,,2.407284125640748e-09,,,,4.3959577372131393e-13,
0.06716163415705019,0.31975555555555557,,no_root,,,2.4454814962913475e-09,,,,4.464405275081563e-13,
0.06716163415705019,0.32475,,no_root,,,2.4836788669419468e-09,,,,4.5327899537200555e-13,
0.06716163415705019,0.32974444444444445,,no_root,,,2.5218762375925473e-09,,,,4.601110688256139e-13,
0.06716163415705019,0.3347388888888889,,no_root,,,2.560073608243147e-09,,,,4.669366388203992e-13,
0.06716163415705019,0.33973333333333333,,no_root,,,2.5982709788937466e-09,,,,4.737555957304609e-13,
0.06716163415705019,0.3447277777777778,,no_root,,,2.6364683495443463e-09,,,,4.805678293361335e-13,
0.06716163415705019,0.34972222222222227,,no_root,,,2.6746657201949464e-09,,,,4.873732288070545e-13,
0.06716163415705019,0.3547166666666667,,no_root,,,2.712863090845546e-09,,,,4.941716826847304e-13,
0.06716163415705019,0.3597111111111111,,no_root,,,2.7510604614961453e-09,,,,5.009630788645793e-13,
0.06716163415705019,0.3647055555555556,,no_root,,,2.789257832146746e-09,,,,5.077473045774235e-13,
0.06716163415705019,0.36970000000000003,,no_root,,,2.827455202797345e-09,,,,5.145242463704142e-13,
0.06716163415705019,0.37469444444444444,,no_root,,,2.865652573447945e-09,,,,5.212937900873598e-13,
0.06716163415705019,0.37968888888888885,,no_root,,,2.9038499440985445e-09,,,,5.280558208484347e-13,
0.06716163415705019,0.3846833333333334,,no_root,,,2.9420473147491446e-09,,,,5.348102230292388e-13,
0.06716163415705019,0.3896777777777778,,no_root,,,2.9802446853997443e-09,,,,5.415568802391812e-13,
0.06716163415705019,0.3946722222222222,,no_root,,,3.018442056050344e-09,,,,5.48295675299159e-13,
0.06716163415705019,0.3996666666666667,,no_root,,,3.0566394267009444e-09,,,,5.550264902184957e-13,5203.705059766485
0.06716163415705019,0.40466111111111114,76.47939045092919,root_q_gt_1,0.0,0.0,3.094836797351544e-09,2007413.7619616406,2263.702837731458,2.8087460308555557e-13,5.617492061711111e-13,76.47939045093048
0.06716163415705019,0.40965555555555555,38.50036025898726,root_q_gt_1,1.7762646102428063e-16,2.1314068630487237e-16,3.133034168002143e-09,1590585.178974282,1793.6572178219853,2.8423185173544295e-13,5.684637034708858e-13,38.500360258987044
0.06716163415705019,0.41464999999999996,25.7151996554335,root_q_gt_1,0.0,0.0,3.1712315386527427e-09,1384950.2512847828,1561.7686165938358,2.875849307730903e-13,5.751698615461806e-13,25.715199655433388
0.06716163415705019,0.4196444444444445,19.298747862822264,root_q_gt_1,1.7353467180201407e-16,1.3562267062332003e-16,3.209428909303343e-09,1253731.6112789074,1413.7971254278611,2.90933779456739e-13,5.818675589134781e-13,19.29874786282247
0.06716163415705019,0.4246388888888889,15.441151651944244,root_q_gt_1,1.7156240082684062e-16,1.9883611259598394e-16,3.247626279953943e-09,1159489.215802693,1307.5226830998158,2.942783365750506e-13,5.885566731501013e-13,15.441151651944242
0.06716163415705019,0.4296333333333333,12.866157555531252,root_q_gt_1,1.6963693814469592e-16,1.9439804083163762e-16,3.2858236506045425e-09,1086982.4763205939,1225.758915693991,2.9761854043298385e-13,5.952370808659676e-13,12.866157555531302
0.06716163415705019,0.43462777777777784,11.025248143541516,root_q_gt_1,1.6775667633430583e-16,1.9011249427272528e-16,3.3240210212551426e-09,1028621.2875176503,1159.946679467462,3.009543288371664e-13,6.019086576743327e-13,11.025248143541496
0.06716163415705019,0.43962222222222225,9.64365397810631,root_q_gt_1,1.6592008116672447e-16,1.8597258877557854e-16,3.3622183919057423e-09,980120.8683386511,1105.254149901769,3.0428563908073853e-13,6.08571278161477e-13,9.643653978106327
0.06716163415705019,0.44461666666666666,8.56852318299495,root_q_gt_1,1.6412568749834226e-16,1.2131454986667337e-16,3.400415762556342e-09,938844.4083945306,1058.7078716617978,3.0761240792764205e-13,6.15224815855284e-13,8.568523182994952
0.06716163415705019,0.4496111111111111,7.708053508748766,root_q_gt_1,1.6237209543778152e-16,1.7810406192321704e-16,3.4386131332069413e-09,903063.2129777658,1018.358445381486,3.109345715963285e-13,6.218691431926569e-13,7.708053508748774
0.06716163415705019,0.4546055555555556,7.0037801029184985,root_q_gt_1,1.606579667656239e-16,1.1624233020198282e-16,3.4768105038575418e-09,871587.5848419152,982.8642836492886,3.1425206574285817e-13,6.285041314857162e-13,7.003780102918504
0.06716163415705019,0.4596,6.416702182899238,root_q_gt_1,1.5898202158774503e-16,1.7074463392159354e-16,3.515007874508141e-09,843566.6696663906,951.265902488106,3.1756482544336015e-13,6.351296508867202e-13,6.416702182899235
0.06716163415705019,0.4645944444444444,5.919805439982604,root_q_gt_1,0.0,0.0,3.5532052451587407e-09,818372.6338371886,922.8553119655317,3.208727851758226e-13,6.417455703516452e-13,5.9198054399826106
0.06716163415705019,0.46958888888888894,5.493785714568419,root_q_gt_1,0.0,0.0,3.5914026158093416e-09,795530.0480190902,897.0963840766325,3.2417587880117803e-13,6.483517576023561e-13,5.4937857145684275
0.06716163415705019,0.47458333333333336,5.124481500985768,root_q_gt_1,0.0,0.0,3.6295999864599405e-09,774670.9422466867,873.5741696611109,3.2747403954365e-13,6.549480790873e-13,5.12448150098577
0.06716163415705019,0.47957777777777777,4.801268365707389,root_q_gt_1,1.5263634948892977e-16,1.0492421193107908e-16,3.66779735711054e-09,755505.1514610994,851.9614579168689,3.3076719997032183e-13,6.615343999406436e-13,4.801268365707387
0.06716163415705019,0.4845722222222223,4.516019544406673,root_q_gt_1,1.5113395640711898e-16,1.0286884829730897e-16,3.7059947277611407e-09,737800.1411964924,831.996026406182,3.340552919698899e-13,6.681105839397799e-13,4.516019544406676
0.06716163415705019,0.4895666666666667,4.262412719612082,root_q_gt_1,0.0,0.0,3.74419209841174e-09,721366.9158616037,813.4647502295575,3.3733824673055667e-13,6.746764934611133e-13,4.262412719612079
0.06716163415705019,0.4945611111111111,4.0354555388471525,root_q_gt_1,1.4822292175706245e-16,1.9788847868308243e-16,3.78238946906234e-09,706049.9469861572,796.1922443985173,3.406159947170193e-13,6.812319894340387e-13,4.035455538847154
0.06716163415705019,0.49955555555555553,3.831153371176188,root_q_gt_1,1.4681242023988584e-16,1.9414015255151147e-16,3.820586839712939e-09,691719.8278477388,780.0325806693177,3.438884656465086e-13,6.877769312930171e-13,3.8311533711761907
0.06716163415705019,0.50455,3.6462719230263017,root_q_gt_1,1.4543075097120642e-16,1.9050319493409842e-16,3.85878421036354e-09,678267.8197772236,764.863137568233,3.471555884638223e-13,6.943111769276445e-13,3.6462719230263017
0.06716163415705019,0.5095444444444445,3.478164551251171,root_q_gt_1,0.0,0.0,3.8969815810141395e-09,665601.7378252946,750.5799607758698,3.504172913153043e-13,7.008345826306086e-13,3.4781645512511745
0.06716163415705019,0.5145388888888889,3.324644595740319,root_q_gt_1,0.0,0.0,3.935178951664738e-09,653642.802052816,737.0942124177666,3.5367350152170895e-13,7.073470030434179e-13,3.324644595740322
0.06716163415705019,0.5195333333333334,3.1838896090335185,root_q_gt_1,2.829009948674813e-16,2.7032735018724765e-16,3.97337632231534e-09,642323.1964250094,724.3294182994744,3.5692414554988986e-13,7.138482910997795e-13,3.183889609033523
0.06716163415705019,0.5245277777777778,3.0543685571073254,root_q_gt_1,1.4017607581512485e-16,8.849272531328477e-17,4.0115736929659385e-09,631584.1539287213,712.2193085483036,3.6016914898324784e-13,7.203382979664958e-13,3.0543685571073245
0.06716163415705019,0.5295222222222222,2.9347858103350446,root_q_gt_1,0.0,0.0,4.049771063616538e-09,621374.4383015642,700.7061055028876,3.634084364908701e-13,7.268168729817402e-13,2.934785810335046
0.06716163415705019,0.5345166666666666,2.8240375740170074,root_q_gt_1,1.3770137443617476e-16,8.539576328825288e-17,4.087968434267138e-09,611649.1283635766,689.739152838915,3.6664193179528327e-13,7.332838635905666e-13,2.8240375740170114
0.06716163415705019,0.5395111111111112,2.7211776502447513,root_q_gt_1,0.0,0.0,4.126165804917738e-09,602368.6358283466,679.2738079829464,3.698695576387433e-13,7.397391152774866e-13,2.721177650244754
0.06716163415705019,0.5445055555555556,2.6253902798665623,root_q_gt_1,2.7064210089485395e-16,2.474068671973949e-16,4.164363175568338e-09,593497.9051285976,669.2705397787121,3.730912357479761e-13,7.461824714959524e-13,2.6253902798665663
