point_id,alpha,chi,initial,final,kind,support,support_inner_M,support_outer_M,relative_amplitude,absolute_amplitude,omega_res_M,physical_kernel_abs,support_physical_kernel_abs,direct_pure_gauge_kernel_real,direct_pure_gauge_kernel_imag,direct_pure_gauge_kernel_abs,green_pure_gauge_kernel_abs,shifted_support_kernel_abs,ward_evaluation,frequency_convention,amplitude_evaluation,ward_radial_nodes,ward_angular_nodes,pure_gauge_residual,invariance_residual,superposition_residual,green_cross_residual,off_0.99_residual,off_0.99_green_cross_residual,off_0.99_response_abs,off_1.01_residual,off_1.01_green_cross_residual,off_1.01_response_abs,audit_maximum_superposition_residual,audit_maximum_green_cross_residual
a0.100000_21+1_21-1,0.1,0.38416681789681867,21+1,21-1,polar,cloud_core,229.83766780075507,804.4318373026427,0.1,9629731335.815577,"{""imag"": 1.773223199692101e-11, ""real"": 3.4025028412820735e-08}",8742.720103640839,6051.976039142635,-2.7963451547038768e-14,-1.2766714820630954e-11,1.2766745445333375e-11,0.0,6051.976039142649,direct production delta Box,complex on-shell QBS pole difference,unit metric projected directly; requested amplitude restored by exact linear scaling,240,16,1.4602715509577806e-15,1.457219357665297e-15,4.572862961764787e-17,1.4602715509577806e-15,1.8025044133372773e-09,1.2461587774886382e-09,1.575879157138515e-05,1.8025043708597223e-09,2.512516246533086e-10,1.5758791200015776e-05,,
a0.100000_21+1_21-1,0.1,0.38416681789681867,21+1,21-1,polar,cloud_core,229.83766780075507,804.4318373026427,1.0,96297313358.15576,"{""imag"": 1.773223199692101e-11, ""real"": 3.4025028412820735e-08}",8742.720103640839,6051.976039142635,-2.796345154703877e-13,-1.2766714820630954e-10,1.2766745445333375e-10,0.0,6051.976039142762,direct production delta Box,complex on-shell QBS pole difference,unit metric projected directly; requested amplitude restored by exact linear scaling,240,16,1.4602715509577806e-14,1.4364144189666834e-14,5.152948947965289e-16,1.4602715509577806e-14,1.8025044133372774e-08,6.9134852593615905e-09,0.0001575879157138515,1.8025043708597222e-08,1.393903035719059e-09,0.00015758791200015776,,
a0.100000_21+1_21-1,0.1,0.38416681789681867,21+1,21-1,axial,near_horizon,3.923263697990467,11.923263697990468,0.1,977.3353898531989,"{""imag"": 1.773223199692101e-11, ""real"": 3.4025028412820735e-08}",8742.720103640839,2.982416107107825e-06,-4.151518436239661e-20,-2.8579912206907988e-22,4.1516168100897216e-20,0.0,2.9824161071077825e-06,direct production delta Box,complex on-shell QBS pole difference,unit metric projected directly; requested amplitude restored by exact linear scaling,240,16,4.748655751155539e-24,5.42687629000219e-24,6.827308367182792e-25,4.748655751155539e-24,2.982721968546857e-25,2.982721968546166e-17,2.6077103317985785e-21,1.7352432887900668e-25,1.7352432888041694e-17,1.5170746385612763e-21,,
a0.100000_21+1_21-1,0.1,0.38416681789681867,21+1,21-1,axial,near_horizon,3.923263697990467,11.923263697990468,1.0,9773.353898531988,"{""imag"": 1.773223199692101e-11, ""real"": 3.4025028412820735e-08}",8742.720103640839,2.982416107107825e-06,-4.151518436239661e-19,-2.8579912206907987e-21,4.151616810089722e-19,0.0,2.9824161071074005e-06,direct production delta Box,complex on-shell QBS pole difference,unit metric projected directly; requested amplitude restored by exact linear scaling,240,16,4.748655751155539e-23,5.441351968062664e-23,6.968406111421226e-24,4.748655751155539e-23,2.982721968546857e-24,2.982721968546166e-16,2.6077103317985784e-20,1.735243288790067e-24,1.7352432888041694e-16,1.5170746385612765e-20,,
a0.100000_21+1_21-1,0.1,0.38416681789681867,21+1,21-1,axial,cloud_core,229.83766780075507,804.4318373026427,0.1,20159872424.67796,"{""imag"": 1.773223199692101e-11, ""real"": 3.4025028412820735e-08}",8742.720103640839,6051.976039142635,2.37587907917236e-13,6.541396293001765e-14,2.464284896977189e-13,0.0,6051.976039142635,direct production delta Box,complex on-shell QBS pole difference,unit metric projected directly; requested amplitude restored by exact linear scaling,240,16,2.8186706971791954e-17,4.38871509967096e-17,1.8310126886986255e-17,2.8186706971791954e-17,6.6347483501699935e-18,6.634748361040947e-10,5.800574778362909e-14,6.6226197634083856e-18,6.622619742265034e-10,5.789971094431963e-14,,
a0.100000_21+1_21-1,0.1,0.38416681789681867,21+1,21-1,axial,cloud_core,229.83766780075507,804.4318373026427,1.0,201598724246.7796,"{""imag"": 1.773223199692101e-11, ""real"": 3.4025028412820735e-08}",8742.720103640839,6051.976039142635,2.3758790791723596e-12,6.541396293001764e-13,2.4642848969771885e-12,0.0,6051.976039142637,direct production delta Box,complex on-shell QBS pole difference,unit metric projected directly; requested amplitude restored by exact linear scaling,240,16,2.818670697179195e-16,4.478697438818251e-16,2.4256786479436403e-16,2.818670697179195e-16,6.634748350169995e-17,6.634748361040948e-09,5.80057477836291e-13,6.622619763408388e-17,6.622619742265037e-09,5.789971094431966e-13,,
a0.250000_32+2_30+0,0.25,0.4691111948076628,32+2,30+0,temporal,near_horizon,3.8831391096005925,11.883139109600592,0.1,1826.707291177931,"{""imag"": 9.34665864205166e-05, ""real"": 4.88162443629675e-05}",2201.724040142868,0.0022011746426548093,8.096623485592147e-15,-2.3360544244865625e-15,8.426889232783684e-15,0.0,0.0022011746426479207,direct production delta Box,complex on-shell QBS pole difference,unit metric projected directly; requested amplitude restored by exact linear scaling,240,16,3.8274048332764124e-18,3.82920436836923e-18,7.525639634241214e-21,3.8274048332764124e-18,1.0834709380783666e-11,6.924496298952618e-13,2.3855040111632845e-08,1.0832755099240842e-11,1.9103671237995e-12,2.3850737322978803e-08,1.170217162973834e-12,5.857681806638156e-09
a0.250000_32+2_30+0,0.25,0.4691111948076628,32+2,30+0,temporal,near_horizon,3.8831391096005925,11.883139109600592,1.0,18267.07291177931,"{""imag"": 9.34665864205166e-05, ""real"": 4.88162443629675e-05}",2201.724040142868,0.0022011746426548093,8.096623485592147e-14,-2.3360544244865625e-14,8.426889232783682e-14,0.0,0.002201174642585919,direct production delta Box,complex on-shell QBS pole difference,unit metric projected directly; requested amplitude restored by exact linear scaling,240,16,3.827404833276412e-17,3.82922190915693e-17,7.519949233870453e-20,3.827404833276412e-17,1.0834709380783665e-10,6.924496172254743e-12,2.3855040111632844e-07,1.0832755099240841e-10,1.910367128786636e-11,2.38507373229788e-07,,
a0.250000_32+2_30+0,0.25,0.4691111948076628,32+2,30+0,temporal,cloud_core,70.4516225211959,246.5806788241856,0.1,284735319.1167596,"{""imag"": 9.34665864205166e-05, ""real"": 4.88162443629675e-05}",2201.724040142868,1575.2131043098236,6.505985286115865e-09,-3.444086317162205e-08,3.504997718329568e-08,0.0,1575.213104274544,direct production delta Box,complex on-shell QBS pole difference,unit metric projected directly; requested amplitude restored by exact linear scaling,240,16,1.591933255223998e-11,1.6034613615338148e-11,1.1706306586333347e-13,1.591933255223998e-11,0.012304804367037792,4.0423912303899965e-12,27.09178358416205,0.01225998411106453,3.0146321611634693e-12,26.99310174910037,,
a0.250000_32+2_30+0,0.25,0.4691111948076628,32+2,30+0,temporal,cloud_core,70.4516225211959,246.5806788241856,1.0,2847353191.167596,"{""imag"": 9.34665864205166e-05, ""real"": 4.88162443629675e-05}",2201.724040142868,1575.2131043098236,6.505985286115865e-08,-3.4440863171622047e-07,3.5049977183295683e-07,0.0,1575.2131039570293,direct production delta Box,complex on-shell QBS pole difference,unit metric projected directly; requested amplitude restored by exact linear scaling,240,16,1.591933255223998e-10,1.6034572301187398e-10,1.170217162973834e-12,1.591933255223998e-10,0.1230480436703779,4.042342897979267e-12,270.9178358416205,0.12259984111064531,3.0146696426187575e-12,269.9310174910037,,
