x,omega_M,population_211,population_21m1,norm
-10145.08297125829,8.011551853454235e-08,0.9999136658045644,7.395595848406694e-05,0.9999876217630485
-10145.082962754144,8.011551853654115e-08,0.9999123823132908,7.509620113393655e-05,0.9999874785144247
-10145.082952928255,8.011551853885061e-08,0.9999113195544037,7.599116511523134e-05,0.999987310719519
-10145.082943102365,8.011551854116007e-08,0.9999107180841222,7.642336590368736e-05,0.9999871414500259
-10145.082933276475,8.011551854346953e-08,0.9999105836692175,7.638807039936532e-05,0.9999869717396168
-10145.082923450585,8.011551854577898e-08,0.9999109163200718,7.588630600621295e-05,0.999986802626078
-10145.082913624696,8.011551854808844e-08,0.9999117103033162,7.492483522100847e-05,0.9999866351385371
-10145.082903798806,8.01155185503979e-08,0.9999129542250742,7.351605975151676e-05,0.9999864702848257
-10145.082893972916,8.011551855270737e-08,0.99991463118363,7.167785549923821e-05,0.9999863090391292
-10145.082884147027,8.011551855501682e-08,0.9999167189894906,6.943334058935892e-05,0.99998615233008
-10145.082874321137,8.011551855732628e-08,0.9999191904499876,6.681057944902117e-05,0.9999860010294366
-10145.082864495247,8.011551855963574e-08,0.9999220137147716,6.384222671482166e-05,0.9999858559414865
-10145.082854669357,8.01155185619452e-08,0.9999251526778217,6.0565115482009094e-05,0.9999857177933037
-10145.082844843468,8.011551856425466e-08,0.9999285674308939,5.7019795082302185e-05,0.9999855872259762
-10145.082835017578,8.011551856656411e-08,0.9999322147627241,5.325002418641695e-05,0.9999854647869105
-10145.082825191688,8.011551856887357e-08,0.9999360486977424,4.930222556393198e-05,0.9999853509233064
-10145.082817330976,8.011551857072114e-08,0.9999392178894457,4.604835059329731e-05,0.999985266240039
-10145.082807505087,8.01155185730306e-08,0.9999432652331257,4.1903366800290054e-05,0.999985168599926
-10145.082797679197,8.011551857534006e-08,0.9999473607009147,3.771951352033522e-05,0.9999850802144351
-10145.082787853307,8.011551857764952e-08,0.9999514532153467,3.3547897790822516e-05,0.9999850011131376
-10145.082778027418,8.011551857995897e-08,0.9999554918485433,2.9439363777634915e-05,0.9999849312123209
-10145.082768201528,8.011551858226843e-08,0.9999594264481655,2.5443868101290888e-05,0.9999848703162668
-10145.082758375638,8.01155185845779e-08,0.9999632082524418,2.160986746292327e-05,0.9999848181199047
